City,GNIS,Physical Address,Data Source,Building,Building Type,Square Feet,Audited,Audit Notes,Retrofits Done,Retrofit Notes,Fuel Oil,HW District,Electric,Natural Gas,Propane,Biomass,Fuel Oil Post,HW District Post,Electric Post,Natural Gas Post,Propane Post,Biomass Post,implementation cost
Takotna,1410562,FALSE,Regional Planners,Fire Hall,Public Assembly,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Takotna,1410562,FALSE,Regional Planners,Library,Public Assembly,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Takotna,1410562,FALSE,Regional Planners,Store,Retail - Other,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Takotna,1410562,0,End Use Study,Sre Building (Heated) Fy2012,Warehousing,1200,No,,,,,,,,,,,,,,,,
Takotna,1410562,FALSE,Regional Planners,Washeteria/Water Treatment Plant,Water & Sewer,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Talkeetna,1410591,FALSE,Dept. of Ed,,Education - K - 12,28595,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,ARIS,Tanacross School,Education - K - 12,7538,No,,,,4251,,44475.39881,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Post Office,Office,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Garage,Other,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Safe House,Other,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Tanacross Inc. Building,Other,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Community Building,Public Assembly,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Village Council,Public Assembly,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Fire Safety VPSO,Public Safety,,No,,,,,,,,,,,,,,,,
Tanacross,1410618,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,ARIS,School ShopCity of Tanana,Education - K - 12,1500,No,,,,,,503.5045315,,,,,,,,,,
Tanana,1410629,0,End Use Study,Vocation Education Building,Education - K - 12,2610,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,Maudrey J. Sommer K-12 School,Education - K - 12,24700,No,,,,15000,,118000,,,,,,,,,,
Tanana,1410629,FALSE,ARIS,Bus BarnCity of Tanana,Food Service and Drinking Places,714,No,,,,,,1341.012069,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Tanana Health Center,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,City Office,Office,1300,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Post office,Office,,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Tribal Office,Office,,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Airport Electrical,Other,144,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Power Bldg.,Other,310,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,ARIS,Mechanical/LaundryCity of Tanana,Other,320,No,,,,,,4420.03978,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Vocational Education Bldg.,Other,1500,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,ARIS,SREB Building --2521000138*Northern Region,Other,2000,No,,,,,,2749.024741,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,City Shop,Other,2400,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Elders Residential facility/Dina'Dilna'Kka'Ya,Other,,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Tozitna,Other,,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,St. James Episcopal Church,Public Assembly,954,No,,,,250,,,,,,,,,,,,
Tanana,1410629,100 Mechanical Street,End Use Study,City Hall,Public Assembly,1600,No,,,,1700,,1900,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Catholic Church,Public Assembly,2000,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,ARIS,Public Safety Bldg (Jail)City of Tanana,Public Safety,900,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,Jail,Public Safety,1100,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,Fire Hall/Village Public Safety Office,Public Safety,1800,No,,,,1500,,3800,,70,,,,,,,,
Tanana,1410629,FALSE,ARIS,Teacher Housing --1City of Tanana,Residential - Multi-Family,2575,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Liquor Store,Retail - Other,932,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,Storage Trailer --2,Warehousing,720,No,,,,,,,,,,,,,,,,
Tanana,1410629,0,End Use Study,Storage Trailer --3,Warehousing,720,No,,,,,,,,,,,,,,,,
Tanana,1410629,FALSE,Regional Planners,Laundromat/Water Treatment Plant,Water & Sewer,3000,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Dept. of Ed,School,Education - K - 12,14972,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Community School Voc. Lab,Education - K - 12,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Native Village of Tatitlek Office,Office,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Tatitlek Native Corp.,Office,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Airport Electrical,Other,80,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,SREB,Other,3250,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Airport,Other,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Assisted Living/Laundromat,Other,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Copper Valley Telephone,Other,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Mariculture Processing Facility,Other,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Fire Hall,Public Assembly,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Orthodox Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Village Community Center,Public Assembly,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Village Gospel Chapel,Public Assembly,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Oil Spill Response Storage,Warehousing,,No,,,,,,,,,,,,,,,,
Tatitlek,1415193,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Health Clinic,Health Care - Hospitals,1176,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Tribal Office,Office,840,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Housing Authority Office,Office,2000,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Emergency Power Plant,Other,96,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Soil Lab --3,Other,320,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Soil Test Lab --2,Other,320,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Soil Test Lab --1,Other,500,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Tazlina River Campground,Other,672,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Carpenter Shop,Other,960,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Tazlina Trading Post,Other,3790,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Sand shed,Other,5000,No,,,,,,,,,,,,,,,,
Tazlina,1410694,FALSE,ARIS,Maintenance Shop --2523000859*Northern Region,Other,11200,No,,,,8017.281752,,127356.3129,,,,,,,,,,
Tazlina,1410694,0,End Use Study,Tazlina Community Hall,Public Assembly,2184,No,,,,2440,,14500,,,,,,,,,,
Tazlina,1410694,FALSE,Regional Planners,Assembly of God Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Tazlina,1410694,0,End Use Study,Fire Barn,Public Safety,2400,No,,,,,,,,,,,,,,,,
Tazlina,1410694,0,End Use Study,Tazlina Trading Post,Retail - Other,3790,No,,,,,,,,,,,,,,,,
Tazlina,1410694,0,End Use Study,TIRE STORAGE BLDG,Warehousing,500,No,,,,,,,,,,,,,,,,
Tazlina,1410694,MP 135 Denali Hwy,End Use Study,STORAGE BLDG,Warehousing,768,No,,,,,,,,,,,,,,,,
Tazlina,1410694,0,End Use Study,WAREHOUSE,Warehousing,1000,No,,,,,,,,,,,,,,,,
Tazlina,1410694,0,End Use Study,SAND SHED,Warehousing,5000,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,K-12 School,Education - K - 12,22045,No,,,,37792,,226075,,,,,,,,,,
Teller,1410730,,Regional Planners,School Bus Garage,Education - K - 12,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Clinic,Health Care - Hospitals,2000,No,,,,3000,,20400,,,,,,,,,,
Teller,1410730,FALSE,ANTHC,Teller Health ClinicTribal Government - ANTHC,Health Care - Hospitals,2615,No,,,,1603,,18113,,,,1022,,16879,,,,12260
Teller,1410730,,Regional Planners,New Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Traditional Council Office --2,Office,500,No,,,,1320,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Post Office,Office,1000,No,,,,3600,,5920,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Traditional Council Office,Office,1000,No,,,,12000,,6000,,,,,,,,,,
Teller,1410730,0,End Use Study,City Office Building,Office,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,AIRPORT ELECTRICAL,Other,96,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Mechanical Building,Other,560,No,,,,,,,,,,,,,,,,
Teller,1410730,FALSE,ARIS,SREB Building --2523001163*Northern Region,Other,1258,No,,,,963.5036496,,24782.72304,,,,,,,,,,
Teller,1410730,,Regional Planners,BSSD Maintenance ,Other,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,City Garage,Other,,No,,,,,,,,,,,,,,,,
Teller,1410730,,Regional Planners,Duplex Teacher Housing,Other,,No,,,,,,,,,,,,,,,,
Teller,1410730,,Regional Planners,Old Elementary 4-plex,Other,,No,,,,,,,,,,,,,,,,
Teller,1410730,,Regional Planners,City Community Hall,Public Assembly,,No,,,,,,,,,,,,,,,,
Teller,1410730,N. Tuttu St.,End Use Study,Community Hall,Public Assembly,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Lutheran Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Teller Native Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Teller,1410730,0,End Use Study,Storage Building,Warehousing,192,No,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"P.O. Box 7Tenakee Springs, AK 99841",End Use Study,All Season Construction/Lodge,Accommodation Services,3000,No,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"P.O. Box 596Tenakee Springs, AK 99841",End Use Study,Davis Rentals,Accommodation Services,,No,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Tenakee Hot Springs Lodge,Accommodation Services,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"57.77919 , -135.22476",Southeast Conference/Renewable Energy Alaska Project,Tenakee School,Education - K - 12,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Party Time Bakery,Food Service and Drinking Places,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Rosie's Bar & Caf_ / Blue Moon Caf_,Food Service and Drinking Places,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,0,End Use Study,Tenakee Springs Clinic,Health Care - Hospitals,900,No,,,,283,,2200,,,,,,,,,,
Tenakee Springs,1415210,500 PHILLIPS ST,End Use Study,Post Office,Office,600,No,,,,275,,2100,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,ACS Telecom Building,Office,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Seaplane Office,Office,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,0,End Use Study,Bath House Building,Other,400,No,,,,100,,180,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,City Shop,Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Cold Spring ,Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Hot Spring Bath House,Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Masaage studio,Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"P.O. Box 52Tenakee Springs, AK 99841",End Use Study,Tenakee City Office/Library,Public Assembly,3000,No,,,,848,,5073,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Chapel,Public Assembly,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Community Hall,Public Assembly,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Recreation Facility,Public Assembly,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,0,End Use Study,Public Safety/Fire Hall,Public Safety,2500,No,,,,610,,2050,,,,,,,,,,
Tenakee Springs,1415210,FALSE,,Tenakee Springs Community Building,Public Safety,3136,No,,,,972.9941606,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Book Exchange,Retail - Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"57.788 , -135.22006",Southeast Conference/Renewable Energy Alaska Project,Tenakee Springs Market (Formerly Snyder Mercantile),Retail - Other,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,,Southeast Conference/Renewable Energy Alaska Project,Ferry Baggage Shed,Warehousing,,,,,,,,,,,,,,,,,,
Tenakee Springs,1415210,"57.77985 , 135.2199",Southeast Conference/Renewable Energy Alaska Project,Store Warehouses,Warehousing,,,,,,,,,,,,,,,,,,
Tetlin,1410765,FALSE,ARIS,Tetlin SchoolAlaska Gateway School District,Education - K - 12,11776,No,,,,10545.16204,,84983.10484,,874.8590164,,,,,,,,
Tetlin,1410765,0,End Use Study,AIRPORT ELECTRICAL,Other,96,No,,,,,,,,,,,,,,,,
Tetlin,1410765,FALSE,Regional Planners,Recycle Center (no power),Other,,No,,NO,,,,,,,,,,,,,,
Tetlin,1410765,FALSE,Regional Planners,Old Hall/Community Center,Public Assembly,,No,,NO,,,,,,,,,,,,,,
Tetlin,1410765,FALSE,Regional Planners,Tetlin Hall,Public Assembly,,No,,NO,,,,,,,,,,,,,,
Tetlin,1410765,0,End Use Study,AIRPORT SREB,Warehousing,2000,No,,,,,,,,,,,,,,,,
Tetlin,1410765,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,NO,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,12_Harbor Master  Building (Cement),Accommodation Services,72,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Southeast Conference/Renewable Energy Alaska Project,32-Silverthorne Charters,Accommodation Services,1500,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,"P.O. Box 19149Thorne Bay, AK 99919",End Use Study,McFarland's FLOATEL/Baskets & Bullets,Accommodation Services,1600,No,,,,660,,,,,,,,,,,,
Thorne Bay,1669435,Spruce Lane?,Southeast Conference/Renewable Energy Alaska Project,31-AdventureAK Lodging,Accommodation Services,3450,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,USFS Dr.,Southeast Conference/Renewable Energy Alaska Project,37-USFS House and Bunk,Accommodation Services,,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Nick Geffrey Garage and Apt. Rental,Accommodation Services,,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,1218 Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,5_Library \,Education - K - 12,900,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,FALSE,,Thorne Bay School Shop,Education - K - 12,8227,No,,,,357.3056934,,,,,,,,,,,,
Thorne Bay,1669435,Sandy Beach Road,Southeast Conference/Renewable Energy Alaska Project,1_School and Gym,Education - K - 12,29000,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive - next to Tackle Shack,Southeast Conference/Renewable Energy Alaska Project,19-Thorne Bay Caf_ ,Food Service and Drinking Places,560,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,25-Samson GE Office,Office,250,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,1312 USFS Dr. ,Southeast Conference/Renewable Energy Alaska Project,34-USFS Admin Building,Office,2450,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive (Across from power plant),Southeast Conference/Renewable Energy Alaska Project,20-Bay view fuel and Tire,Other,200,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,"1515 Shoreline Dr.Thorne Bay, AK 99919",End Use Study,The Thorne Bay Boat Works,Other,360,No,,,,165,,,,,,,,,,,,
Thorne Bay,1669435,"P.O. Box 19225Thorne Bay, AK 99919",End Use Study,"Island Plumbing & Heating, LLC",Other,400,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Rainy Lane?,Southeast Conference/Renewable Energy Alaska Project,11a-School Shop w 8x10 shed attached,Other,1600,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,100 Willow Lane,Southeast Conference/Renewable Energy Alaska Project,"16-Daycare, Tongass Federal Credit Union, AK Laser Maid",Other,2000,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Multi Use - Jason Clowers,Other,2000,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Scenic View Drive,Southeast Conference/Renewable Energy Alaska Project,14-Riptide Liquor and apts?,Other,,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,23-Durette Construction Shop and Office,Other,,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,"P.O. Box 19110Thorne Bay, AK 99919",End Use Study,City of Thorne Bay,Other,,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive South,Southeast Conference/Renewable Energy Alaska Project,6-Catholic Church,Public Assembly,460,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Sandy Beach Road at Scenic View,Southeast Conference/Renewable Energy Alaska Project,13 - Bay Chalet,Public Assembly,800,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,120 Freeman Drive,Southeast Conference/Renewable Energy Alaska Project,4_ City Hall - Need Photos,Public Assembly,2250,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Sandy Beach Road (Across from the School),Southeast Conference/Renewable Energy Alaska Project,26-Baptist Church,Public Assembly,2500,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive South,Southeast Conference/Renewable Energy Alaska Project,7-Church of Thorne Bay,Public Assembly,4000,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,"P.O. Box 19110Thorne Bay, AK 99919",End Use Study,Thorne Bay Public Library,Public Assembly,,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Rushingone Fire Hall,Public Safety,2000,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Teacher Housing - 5 trailers,Residential - Multi-Family,300,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Four Plex_Jason Clowers,Residential - Multi-Family,4000,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,USFS Dr.,Southeast Conference/Renewable Energy Alaska Project,38-USFS Duplex (5 total) - No photo,Residential - Multi-Family,,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,USFS Duplex,Residential - Multi-Family,,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,18-POWGAS,Retail - Other,1000,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,1210 Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,15-Market - Alaska and Proud,Retail - Other,1200,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,1212 Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,28-The Port +Pacific Airways + Post Office,Retail - Other,1500,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive,Southeast Conference/Renewable Energy Alaska Project,"9-Tackle Shack Shop, fishing guides and motel",Retail - Other,2700,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,"P.O. Box 19409Thorne Bay, AK 99919",End Use Study,Thorne Bay Market,Retail - Other,6000,No,,,,,,,,900,,,,,,,,
Thorne Bay,1669435,Rainy Lane?,Southeast Conference/Renewable Energy Alaska Project,11b-School Warehouse (Brown),Warehousing,360,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,USFS Dr.,Southeast Conference/Renewable Energy Alaska Project,35-USFS Shop and Other (Gray),Warehousing,7000,,,,,,,,,,,,,,,,,
Thorne Bay,1669435,,Regional Planners,Southeast Road Builders warehouse and offices,Warehousing,,No,,,,,,,,,,,,,,,,
Thorne Bay,1669435,Shoreline Drive - end of road,Southeast Conference/Renewable Energy Alaska Project,33-Sewer Treatment,Water & Sewer,1300,,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,classrooms,Education - K - 12,7370,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,City Old School,Education - K - 12,17061,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,Togiak k-12 School,Education - K - 12,70205,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,New School Gym,Education - K - 12,,No,,,,,,,,,,,,,,,,
Togiak,1411039,101 Headstart Ln.,End Use Study,Togiak Headstart,Education - K - 12,,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,Health Clinic & Dental Trailer,Health Care - Hospitals,1000,No,,,,3000,,135000,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Senior Center/Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Togiak,1411039,1st. Ave F St.,End Use Study,Togiak Dental Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Togiak,1411039,po box 150 togiak ak 99678,End Use Study,native limited office,Office,600,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,city office building,Office,1800,No,,,,1800,,6800,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,TNL Office,Office,,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,New garage,Other,288,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,City Duplex,Other,1169,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,City Maintenance shop,Other,1200,No,,,,500,,2800,,,,,,,,,,
Togiak,1411039,"Togiak, AK 99678",End Use Study,Boys and Girls Club,Other,2400,No,,,,2000,,2100,,,,,,,,,,
Togiak,1411039,0,End Use Study,family resource center,Other,6800,No,,,,6000,,13500,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,BBHA rentals,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Beacon Tower,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,City Garage,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,City Quarters,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Coupchiak Bldg 1,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Coupchiak Bldg 2,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Double Wide Trailer,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,GCI Station,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,SWRSD housing,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,TNL Garage,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,USPS,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,UUI Station,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Yellow Bldg,Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,Library,Public Assembly,1000,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Assembly Of God Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Moravian Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Senior Housing,Public Assembly,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Seventh Day Ad. Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Togiak,1411039,201 Main St.,End Use Study,Togiak Police Department,Public Safety,2000,No,,,,1800,,6800,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Police & Fire Bldg,Public Safety,2287,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,AC Commercial Company Store,Retail - Other,11286,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Trading Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Togiak,1411039,0,End Use Study,Sre Building,Warehousing,1600,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,City Water & Sewer Bldg,Water & Sewer,,No,,,,,,,,,,,,,,,,
Togiak,1411039,FALSE,Regional Planners,Togiak Water Tank,Water & Sewer,,No,,,,,,,,,,,,,,,,
Tok,1411046,FALSE,ARIS,District Wide StorageAlaska Gateway School District,Education - K - 12,650,No,,,,330.399854,,16418.47277,,874.8590164,,,,,,,,
Tok,1411046,FALSE,ARIS,Tok School GarageAlaska Gateway School District,Education - K - 12,1408,No,,,,1219.400584,,2017.718159,,874.8590164,,,,,,,,
Tok,1411046,FALSE,ARIS,Boardroom BuildingAlaska Gateway School District,Education - K - 12,2400,No,,,,523.9581022,,30993.98893,,874.8590164,,,,,,,,
Tok,1411046,FALSE,ARIS,Tok Main OfficeAlaska Gateway School District,Education - K - 12,2500,No,,,,812.4118248,,14088.1468,,874.8590164,,,,,,,,
Tok,1411046,FALSE,ARIS,West Office ShopAlaska Gateway School District,Education - K - 12,2500,No,,,,1238.12146,,32249.75525,,874.8590164,,,,,,,,
